name                       ,cargo_capacity ,mass      ,crew ,manufacturer                              ,type        ,status       ,role                                           ,price  ,release_date ,price_ingame   ,scm    ,max    ,length ,beam   ,height
A2 Hercules                ,-0.07622123133033368,0.10500862310715953,0.7652478724602082,Crusader Industries                       ,combat      ,flight-ready ,{'0': 'Heavy Bomber'}                          ,1.5348043396177968,2021         ,4.119160101089129,-0.20937918943539785,-0.017565893700903227,0.41208032426108465,2.2925218779819785,0.6412084723511318
Apollo Medivac             ,-0.10279251918433932,-0.17123959343562775,-0.17743745357351104,Roberts Space Industries                  ,support     ,in-concept   ,{'0': 'Medical'}                               ,0.11150829450090935,Unreleased   ,,0.012985187952740848,,-0.0487198306394671,0.044768111970598067,-0.16309934245327654
Apollo Triage              ,-0.10279251918433932,-0.17123959343562775,-0.17743745357351104,Roberts Space Industries                  ,support     ,in-concept   ,{'0': 'Medical'}                               ,0.03659797633686264,Unreleased   ,,0.07651786720649477,,-0.0487198306394671,0.044768111970598067,-0.16309934245327654
Ares Star Fighter Inferno  ,-0.1067499450349359,-0.1759890501480096,-0.33455167457913093,Crusader Industries                       ,combat      ,flight-ready ,{'0': 'Heavy Fighter'}                         ,0.03659797633686264,2021         ,-0.08894865945448331,0.10828420683337171,-2.002377467090105,-0.32178658909905333,0.044768111970598067,-0.41057867008540216
Ares Star Fighter Ion      ,-0.1067499450349359,-0.1759890501480096,-0.33455167457913093,Crusader Industries                       ,combat      ,flight-ready ,{'0': 'Heavy Fighter'}                         ,0.03659797633686264,2021         ,-0.08894865945448331,0.10828420683337171,0.33686474440431136,-0.32178658909905333,0.044768111970598067,-0.41057867008540216
Arrastra                   ,-0.025340041822663317,,0.29390520944334864,Roberts Space Industries                  ,industrial  ,in-concept   ,"{'0': 'Mining', '1': 'Refining'}             ",1.0104321124694697,Unreleased   ,,,,1.3336806340621883,1.2388873001641438,0.5174688085350689
Arrow                      ,-0.1067499450349359,-0.20565538125926008,-0.33455167457913093,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Light Fighter'}                         ,-0.4877742508114643,2018         ,-0.3803758856559848,0.24805610119163032,0.5967805456814688,-0.4881866450353637,-0.5786323465716208,-0.5033834179474492
ATLS                       ,-0.1067499450349359,-0.20874209316290496,-0.33455167457913093,Argo Astronautics                         ,ground      ,flight-ready ,{'0': 'Industrial'}                            ,-0.5926486962411297,2024         ,-0.5914091816028658,-1.2131955216447097,-2.2575675265258592,-0.7518667336729017,-0.9386241606593809,-0.6085621321911027
Aurora CL                  ,-0.10590192520980807,-0.20624412630910333,-0.33455167457913093,Roberts Space Industries                  ,transport   ,flight-ready ,{'0': 'Light Freight'}                         ,-0.5776666326083204,2014         ,-0.4828778755613405,0.20358322571400259,0.5731518364744544,-0.45831996832884647,-0.7015563806503682,-0.5033834179474492
Aurora ES                  ,-0.10632593512237198,-0.20623772690638764,-0.33455167457913093,Roberts Space Industries                  ,multi       ,flight-ready ,"{'0': 'Starter', '1': 'Pathfinder'}          ",-0.6525769507723671,2014         ,-0.5463889124438747,0.20358322571400259,0.5731518364744544,-0.45831996832884647,-0.7015563806503682,-0.5033834179474492
Aurora LN                  ,-0.10632593512237198,-0.20601494769934778,-0.33455167457913093,Roberts Space Industries                  ,transport   ,flight-ready ,{'0': 'Light Fighter'}                         ,-0.5926486962411297,2014         ,-0.49493693319726473,0.20358322571400259,0.5731518364744544,-0.45831996832884647,-0.7015563806503682,-0.5033834179474492
Aurora LX                  ,-0.10632593512237198,-0.2062127292395295,-0.33455167457913093,Roberts Space Industries                  ,exploration ,flight-ready ,{'0': 'Pathfinder'}                            ,-0.607630759873939,2014         ,-0.5182511112933849,0.20358322571400259,0.5731518364744544,-0.45831996832884647,-0.7015563806503682,-0.5033834179474492
Aurora MR                  ,-0.10632593512237198,-0.20609704003730994,-0.33455167457913093,Roberts Space Industries                  ,transport   ,flight-ready ,{'0': 'Light Fighter'}                         ,-0.6226128235067484,2014         ,-0.5190550484691131,0.20358322571400259,0.5731518364744544,-0.45831996832884647,-0.7015563806503682,-0.5033834179474492
Avenger Stalker            ,-0.1067499450349359,-0.20380795368777505,-0.33455167457913093,Aegis Dynamics                            ,combat      ,flight-ready ,{'0': 'Interdiction'}                          ,-0.5327204417098923,2015         ,-0.4225825873817195,0.4259476031021413,1.1047977936322764,-0.4412532959251223,-0.4820491769383193,-0.37964375413138646
Avenger Titan              ,-0.10561925193476546,-0.20375025907266645,-0.33455167457913093,Aegis Dynamics                            ,transport   ,flight-ready ,{'0': 'Light Freight'}                         ,-0.5327204417098923,2014         ,-0.446968681712144,0.4259476031021413,1.1047977936322764,-0.4412532959251223,-0.4820491769383193,-0.37964375413138646
Avenger Warlock            ,-0.1067499450349359,-0.20416332051983058,-0.33455167457913093,Aegis Dynamics                            ,combat      ,flight-ready ,{'0': 'Interdiction'}                          ,-0.4578101235458456,2015         ,-0.352238084505495,0.4259476031021413,1.1047977936322764,-0.4412532959251223,-0.4820491769383193,-0.37964375413138646
Ballista                   ,-0.1067499450349359,-0.1967056165800363,-0.17743745357351104,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Military'}                              ,-0.29300742358494286,2019         ,-0.43383770784191544,-1.0670703593610757,-2.2032214953497267,-0.4924533131362947,-0.7630183976897418,-0.44151358603941787
Blade                      ,-0.1067499450349359,-0.20618443188064606,-0.33455167457913093,Esperia                                   ,combat      ,flight-ready ,{'0': 'Light Fighter'}                         ,0.11150829450090935,2018         ,0.23765081818513045,0.20358322571400259,0.5731518364744544,-0.4327199597232602,-0.42936744804742755,-0.44151358603941787
Buccaneer                  ,-0.1067499450349359,-0.20483375794496628,-0.33455167457913093,Drake Interplanetary                      ,combat      ,flight-ready ,{'0': 'Interdiction'}                          ,-0.3828998053817989,2017         ,-0.4145432156244367,0.2988822445946335,1.0457260206147405,-0.5223199898428119,-0.4205871598989456,-0.44151358603941787
C1 Spirit                  ,-0.09770440023357228,-0.17746191267929207,-0.17743745357351104,Crusader Industries                       ,transport   ,flight-ready ,{'0': 'Medium Freight'}                        ,-0.3379536144833709,2023         ,-0.2597853092967428,0.07016459928111937,0.40775087202535426,0.028080195177291527,0.5364642482855876,-0.16309934245327654
C2 Hercules                ,-0.008379645320106528,0.10500862310715953,-0.17743745357351104,Crusader Industries                       ,transport   ,flight-ready ,{'0': 'Heavy Freight'}                         ,0.48605988532114286,2021         ,1.4184335450360417,-0.20937918943539785,-0.017565893700903227,0.41208032426108465,2.2925218779819785,0.6412084723511318
C8 Pisces                  ,-0.10618459848485068,-0.20407222902179945,-0.020323232567891144,Anvil Aerospace                           ,exploration ,flight-ready ,{'0': 'Exploration'}                           ,-0.7125052053036044,2019         ,-0.5121545877107787,0.17181688608712564,0.4550082904393829,-0.5095199855400189,-0.5874126347201027,-0.28683900626933934
C8R Pisces                 ,-0.1067499450349359,-0.20407222902179945,-0.17743745357351104,Anvil Aerospace                           ,support     ,flight-ready ,{'0': 'Medical'}                               ,-0.517738378077083,2022         ,-0.5323200118686298,0.17181688608712564,0.4550082904393829,-0.5095199855400189,-0.5874126347201027,-0.28683900626933934
C8X Pisces Expedition      ,-0.10618459848485068,-0.20407222902179945,-0.020323232567891144,Anvil Aerospace                           ,exploration ,flight-ready ,{'0': 'Expedition'}                            ,-0.5776666326083204,2019         ,-0.5365406820412032,0.17181688608712564,0.4550082904393829,-0.5095199855400189,-0.5874126347201027,-0.28683900626933934
Carrack                    ,-0.042300438325220104,0.23085867696986462,0.45101943044896853,Anvil Aerospace                           ,exploration ,flight-ready ,{'0': 'Expedition'}                            ,1.0853424306335164,2019         ,3.066504755279016,-0.3364445479429057,0.21872119836923984,0.4803470138759812,3.416398760987669,1.0742972957073516
Caterpillar                ,-0.025340041822663317,-0.042895272373816046,0.13679098843772874,Drake Interplanetary                      ,transport   ,flight-ready ,{'0': 'Heavy Freight'}                         ,0.2763109944618121,2016         ,0.7350869456670037,-0.39997722719665957,-0.13570943973597477,-0.5538933337897016,0.3784190616129124,6.116688596211911
Centurion                  ,-0.1067499450349359,-0.19548573043735837,-0.17743745357351104,Anvil Aerospace                           ,ground      ,flight-ready ,{'0': 'Combat'}                                ,-0.3828998053817989,2022         ,-0.46760306922250316,-1.0670703593610757,-2.2032214953497267,-0.4924533131362947,-0.7630183976897418,-0.44151358603941787
Constellation Andromeda    ,-0.09318162783289047,-0.16588439325993912,0.13679098843772874,Roberts Space Industries                  ,multi       ,flight-ready ,"{'0': 'Medium Freight', '1': 'Gunship'}      ",0.006633849071243959,2015         ,0.48908216989415,0.044751527579617804,0.10057765233416831,0.30114695363687777,-0.03425448136573953,0.16171727506388833
Constellation Aquila       ,-0.09318162783289047,-0.1639159769808606,0.13679098843772874,Roberts Space Industries                  ,exploration ,flight-ready ,{'0': 'Expedition'}                            ,0.23136480356338407,2017         ,0.7045373329893291,-0.2983249403906533,0.07222320128575113,0.30114695363687777,-0.03425448136573953,0.16171727506388833
Constellation Phoenix      ,-0.09318162783289047,-0.16618996473961317,0.13679098843772874,Roberts Space Industries                  ,exploration ,flight-ready ,{'0': 'Luxury Touring'}                        ,0.33623924899304947,2018         ,0.9843074701427705,0.044751527579617804,0.10057765233416831,0.30114695363687777,-0.03425448136573953,0.16171727506388833
Constellation Taurus       ,-0.08215737010622856,-0.16618996473961317,0.13679098843772874,Roberts Space Industries                  ,transport   ,flight-ready ,{'0': 'Medium Freight'}                        ,-0.11322265999123077,2021         ,0.2639797606902316,0.044751527579617804,0.10057765233416831,0.41208032426108465,-0.03425448136573953,0.16171727506388833
Corsair                    ,-0.09657370713340183,-0.16434463697214424,0.13679098843772874,Drake Interplanetary                      ,exploration ,flight-ready ,{'0': 'Expedition'}                            ,0.03659797633686264,2022         ,0.10533615801318436,0.044751527579617804,0.10057765233416831,0.1219468933977743,0.044768111970598067,0.7649481361671945
Crucible                   ,-0.07424251840503539,0.15612985173875912,0.7652478724602082,Anvil Aerospace                           ,support     ,in-concept   ,{'0': 'Heavy Repair'}                          ,0.33623924899304947,Unreleased   ,,,,0.7534137723355675,0.7471911638491545,0.4555989766270375
CSV-SM                     ,-0.10618459848485068,-0.20741071742603967,-0.33455167457913093,Argo Astronautics                         ,ground      ,flight-ready ,{'0': 'Freight'}                               ,-0.5776666326083204,2024         ,-0.5841739597031038,-1.022597483883448,-2.1866813989048164,-0.6904267130194948,-0.8648697402121326,-0.6085621321911027
Cutlass Black              ,-0.1002484597089558,-0.18423068092047562,-0.020323232567891144,Drake Interplanetary                      ,multi       ,flight-ready ,{'0': 'Medium Freight'}                        ,-0.3828998053817989,2014         ,-0.3663069850807399,0.14005054646024867,0.3959365174218471,-0.14258652885994988,-0.07815592210814931,-0.07029459459122943
Cutlass Blue               ,-0.10505390538468022,-0.18621819541703372,-0.020323232567891144,Drake Interplanetary                      ,combat      ,flight-ready ,{'0': 'Interdiction'}                          ,-0.1881329781552775,2020         ,-0.1974801781778011,0.14005054646024867,0.3959365174218471,-0.14258652885994988,-0.07815592210814931,-0.07029459459122943
Cutlass Red                ,-0.10505390538468022,-0.18621819541703372,-0.17743745357351104,Drake Interplanetary                      ,support     ,flight-ready ,{'0': 'Medical'}                               ,-0.3079894872177522,2020         ,-0.28752114185936845,0.14005054646024867,0.3959365174218471,-0.14258652885994988,-0.07815592210814931,-0.07029459459122943
Cutlass Steel              ,-0.1067499450349359,-0.18423068092047562,-0.020323232567891144,Drake Interplanetary                      ,combat      ,flight-ready ,{'0': 'Dropship'}                              ,-0.008348214561565382,2021         ,-0.16632761261833026,0.044751527579617804,0.33686474440431136,-0.14258652885994988,-0.07815592210814931,-0.07029459459122943
Cutter                     ,-0.10618459848485068,-0.2001991905094645,-0.33455167457913093,Drake Interplanetary                      ,transport   ,flight-ready ,"{'0': 'Starter', '1': 'Light Freight'}       ",-0.5776666326083204,2022         ,-0.5249420804860864,-0.08231383092789002,0.1242063615411826,-0.4412532959251223,-0.44692802434439144,-0.41057867008540216
Cutter Rambler             ,-0.10646727175989329,-0.2001991905094645,-0.33455167457913093,Drake Interplanetary                      ,exploration ,flight-ready ,"{'0': 'Starter', '1': 'Expedition'}          ",-0.562684568975511,2023         ,-0.5126235510632868,-0.08231383092789002,0.1242063615411826,-0.4412532959251223,-0.44692802434439144,-0.41057867008540216
Cutter Scout               ,-0.10646727175989329,-0.1995992465048688,-0.33455167457913093,Drake Interplanetary                      ,exploration ,flight-ready ,"{'0': 'Reconnaissance', '1': 'Intelligence'} ",-0.562684568975511,2023         ,-0.5163752578833521,-0.08231383092789002,0.1242063615411826,-0.4412532959251223,-0.44692802434439144,-0.41057867008540216
Cyclone                    ,-0.1066086083974146,-0.2060699425664357,-0.17743745357351104,Tumbril Land Systems                      ,ground      ,flight-ready ,"{'0': 'Exploration', '1': 'Recon'}           ",-0.5477025053427017,2018         ,-0.5803552581183945,-1.073423627286451,-2.1819556570634138,-0.6801867095772602,-0.7015563806503682,-0.5652532498554806
Cyclone AA                 ,-0.1067499450349359,-0.20605994349969245,-0.17743745357351104,Tumbril Land Systems                      ,ground      ,flight-ready ,{'0': 'Anti-aircraft'}                         ,-0.47279218717865495,2018         ,-0.5753306507700927,-1.0289507518088232,-2.189044269825518,-0.6801867095772602,-0.7015563806503682,-0.5652532498554806
Cyclone MT                 ,-0.1067499450349359,-0.20610993883340875,-0.020323232567891144,Tumbril Land Systems                      ,ground      ,flight-ready ,{'0': 'Assault'}                               ,-0.4877742508114643,2021         ,-0.5763355722397531,-1.0353040197341987,-2.1914071407462195,-0.6801867095772602,-0.7015563806503682,-0.5652532498554806
Cyclone RC                 ,-0.1067499450349359,-0.20605994349969245,-0.17743745357351104,Tumbril Land Systems                      ,ground      ,flight-ready ,{'0': 'Racing'}                                ,-0.517738378077083,2018         ,-0.5783454151790738,-0.9844778763311955,-2.172504173380608,-0.6801867095772602,-0.7015563806503682,-0.5652532498554806
Cyclone RN                 ,-0.1067499450349359,-0.20605994349969245,-0.17743745357351104,Tumbril Land Systems                      ,ground      ,flight-ready ,{'0': 'Recon'}                                 ,-0.517738378077083,2018         ,-0.5783454151790738,-1.0035376801073217,-2.1795927861427122,-0.6801867095772602,-0.7015563806503682,-0.5652532498554806
Cyclone TR                 ,-0.1067499450349359,-0.20608994069992223,-0.020323232567891144,Tumbril Land Systems                      ,ground      ,flight-ready ,{'0': 'Combat'}                                ,-0.517738378077083,2018         ,-0.5783454151790738,-1.022597483883448,-2.1866813989048164,-0.6801867095772602,-0.7015563806503682,-0.5652532498554806
Defender                   ,-0.1067499450349359,-0.19659422697651635,-0.17743745357351104,Banu                                      ,combat      ,flight-ready ,{'0': 'Light Fighter'}                         ,-0.05329440545999341,2019         ,0.07183877569117268,0.1845234219378764,0.5140800634569187,-0.3644532701083637,-0.14839822729600496,-0.4724485019934336
Dragonfly                  ,-0.1067499450349359,-0.20832613198638528,-0.17743745357351104,Drake Interplanetary                      ,competition ,flight-ready ,{'0': 'Racing'}                                ,-0.5926486962411297,2017         ,-0.5549642423183097,-0.018781151674136107,-1.0265117768404142,-0.6631200371735361,-0.7630183976897418,-0.6580579977175277
E1 Spirit                  ,-0.1067499450349359,,-0.17743745357351104,Crusader Industries                       ,transport   ,in-concept   ,{'0': 'Passenger'}                             ,-0.26304329631932416,Unreleased   ,,0.07016459928111937,0.40775087202535426,0.011013522773567389,0.5189036719886236,-0.16309934245327654
Eclipse                    ,-0.1067499450349359,-0.203294601601176,-0.33455167457913093,Aegis Dynamics                            ,combat      ,flight-ready ,{'0': 'Stealth Bomber'}                        ,0.18641861266495605,2018         ,0.2527246402300357,0.05745806343036859,0.21872119836923984,-0.3644532701083637,-0.14839822729600496,-0.4724485019934336
Endeavor                   ,-0.036081626274282616,0.19657607671525254,0.29390520944334864,MISC                                      ,industrial  ,in-concept   ,{'0': 'Heavy Science'}                         ,0.33623924899304947,Unreleased   ,,,,2.630747736745223,0.6769488586612988,0.4555989766270375
Expanse                    ,-0.08865885543220867,,-0.33455167457913093,MISC                                      ,industrial  ,in-concept   ,{'0': 'Refinery'}                              ,-0.26304329631932416,Unreleased   ,,,,-0.17671987366739814,-0.2642980308559668,-0.1197904601176546
F7A Hornet Mk I            ,-0.1067499450349359,-0.20147357156589318,-0.33455167457913093,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Medium Fighter'}                        ,-0.7125052053036044,Unreleased   ,,0.17181688608712564,0.44555680675657716,-0.39858661491581193,-0.27132226137475235,-0.41057867008540216
F7A Hornet Mk II           ,-0.1067499450349359,-0.20155506395985076,-0.33455167457913093,Anvil Aerospace                           ,combat      ,in-concept   ,{'0': 'Medium Fighter'}                        ,-0.26304329631932416,Unreleased   ,,0.17181688608712564,0.44555680675657716,-0.30045324859439815,-0.11327707470207714,-0.31777392222335504
F7C Hornet Mk I            ,-0.10646727175989329,-0.20147357156589318,-0.33455167457913093,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Medium Fighter'}                        ,-0.3379536144833709,2014         ,-0.28189358162927053,0.17181688608712564,0.4550082904393829,-0.30045324859439815,-0.11327707470207714,-0.31777392222335504
F7C Hornet Mk II           ,-0.1067499450349359,-0.20155506395985076,-0.33455167457913093,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Medium Fighter'}                        ,-0.1881329781552775,2024         ,,0.17181688608712564,0.4550082904393829,-0.4037066166369292,-0.2362011087808245,-0.4724485019934336
F7C-M Super Hornet         ,-0.1067499450349359,-0.20147357156589318,-0.17743745357351104,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Medium Fighter'}                        ,-0.1581688508896588,2014         ,-0.0849289735758419,0.16546361816175023,0.4550082904393829,-0.30045324859439815,-0.11327707470207714,-0.31777392222335504
F7C-R Hornet Tracker       ,-0.1067499450349359,-0.20146707217251006,-0.33455167457913093,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Pathfinder'}                            ,-0.1581688508896588,2014         ,-0.2500040736587154,0.16546361816175023,0.4550082904393829,-0.30045324859439815,-0.11327707470207714,-0.31777392222335504
F7C-R Hornet Tracker Mk II ,-0.1067499450349359,-0.20155506395985076,-0.33455167457913093,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Pathfinder'}                            ,-0.1581688508896588,2024         ,,0.17181688608712564,0.4550082904393829,-0.39858661491581193,-0.4820491769383193,-0.4724485019934336
F7C-S Hornet Ghost         ,-0.1067499450349359,-0.2015143677582057,-0.33455167457913093,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Stealth Fighter'}                       ,-0.29300742358494286,2014         ,-0.23968687990353582,0.17181688608712564,0.4550082904393829,-0.30045324859439815,-0.11327707470207714,-0.31777392222335504
F7C-S Hornet Ghost Mk II   ,-0.1067499450349359,-0.20155506395985076,-0.33455167457913093,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Stealth Fighter'}                       ,-0.1581688508896588,2024         ,,0.17181688608712564,0.4550082904393829,-0.39858661491581193,-0.4820491769383193,-0.4724485019934336
F8C Lightning              ,-0.1067499450349359,-0.19301006150239422,-0.33455167457913093,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Heavy Fighter'}                         ,0.18641861266495605,2023         ,,0.10828420683337171,0.33686474440431136,-0.3559199339065016,-0.16595880359296886,-0.37964375413138646
Freelancer                 ,-0.09742172695852967,-0.18571864204254038,0.13679098843772874,Musashi Industrial and Starflight Concern ,transport   ,flight-ready ,{'0': 'Medium Freight'}                        ,-0.3828998053817989,2016         ,-0.2597853092967428,0.02569172380349163,0.1242063615411826,-0.1340531926580878,-0.18351937988993278,-0.19403425840729224
Freelancer DUR             ,-0.10166182608416886,-0.18571864204254038,0.13679098843772874,Musashi Industrial and Starflight Concern ,exploration ,flight-ready ,{'0': 'Expedition'}                            ,-0.3079894872177522,2018         ,-0.23868195843387546,0.02569172380349163,0.1242063615411826,-0.1340531926580878,-0.18351937988993278,-0.19403425840729224
Freelancer MAX             ,-0.08978954853237911,-0.18571864204254038,0.13679098843772874,Musashi Industrial and Starflight Concern ,transport   ,flight-ready ,{'0': 'Medium Freight'}                        ,-0.26304329631932416,2018         ,-0.13919473293750081,0.02569172380349163,0.1242063615411826,-0.1340531926580878,0.18525272234630935,-0.19403425840729224
Freelancer MIS             ,-0.10166182608416886,-0.18571864204254038,0.13679098843772874,Musashi Industrial and Starflight Concern ,combat      ,flight-ready ,{'0': 'Gunship'}                               ,-0.1881329781552775,2018         ,-0.06382562271297457,0.02569172380349163,0.1242063615411826,-0.1340531926580878,-0.18351937988993278,-0.19403425840729224
Fury                       ,-0.1067499450349359,-0.20735232287625902,-0.33455167457913093,Mirai                                     ,combat      ,flight-ready ,{'0': 'Snub Fighter'}                          ,-0.5477025053427017,2023         ,-0.5140304411208113,0.28617570874388265,0.7220127044786445,-0.6631200371735361,-0.8192122418400263,-0.5961881658094964
Fury LX                    ,-0.1067499450349359,-0.20746301254510693,-0.33455167457913093,Mirai                                     ,competition ,flight-ready ,{'0': 'Racing'}                                ,-0.5477025053427017,2023         ,-0.5037132473656317,0.356061655923012,0.7645443810512703,-0.6631200371735361,-0.8192122418400263,-0.5961881658094964
Fury MX                    ,-0.1067499450349359,-0.20735232287625902,-0.33455167457913093,Mirai                                     ,combat      ,flight-ready ,{'0': 'Snub Fighter'}                          ,-0.5477025053427017,2023         ,-0.5140304411208113,0.23534956534087956,0.6912953825095259,-0.6631200371735361,-0.8192122418400263,-0.6209360985727089
G12                        ,-0.10646727175989329,,-0.17743745357351104,Origin Jumpworks                          ,ground      ,in-concept   ,{'0': 'Touring'}                               ,-0.5327204417098923,Unreleased   ,,-0.908238661226691,-2.1441497223321906,-0.6597067026927912,-0.8051637808024552,-0.6147491153819057
G12a                       ,-0.1067499450349359,,-0.17743745357351104,Origin Jumpworks                          ,ground      ,in-concept   ,{'0': 'Military'}                              ,-0.517738378077083,Unreleased   ,,-0.9400050008535679,-2.155964076935698,-0.6597067026927912,-0.8051637808024552,-0.6147491153819057
G12r                       ,-0.1067499450349359,,-0.17743745357351104,Origin Jumpworks                          ,competition ,in-concept   ,{'0': 'Racing'}                                ,-0.5327204417098923,Unreleased   ,,-0.8764723215998139,-2.1323353677286834,-0.6597067026927912,-0.8051637808024552,-0.6147491153819057
Galaxy                     ,-0.09770440023357228,,0.45101943044896853,Roberts Space Industries                  ,multi       ,in-concept   ,{'0': 'Modular'}                               ,0.4261316307899055,Unreleased   ,,,,1.0947472204100503,1.0984026897884327,0.5793386404431004
Genesis                    ,-0.06434895377854392,0.10308480266575598,0.7652478724602082,Crusader Industries                       ,transport   ,in-concept   ,{'0': 'Passenger'}                             ,0.48605988532114286,Unreleased   ,,,,0.6680804103169468,1.800825741666989,0.7649481361671945
Gladiator                  ,-0.1067499450349359,-0.20004610479762513,-0.17743745357351104,Anvil Aerospace                           ,combat      ,flight-ready ,{'0': 'Bomber'}                                ,-0.21809710542089616,2015         ,-0.1271356753015766,0.10828420683337171,0.3959365174218471,-0.3943199468148809,-0.27132226137475235,-0.41057867008540216
Gladius                    ,-0.1067499450349359,-0.20375135897000818,-0.33455167457913093,Aegis Dynamics                            ,combat      ,flight-ready ,{'0': 'Light Fighter'}                         ,-0.44282805991303625,2015         ,-0.33816918393025014,0.20358322571400259,0.6440379640954973,-0.4241866235213982,-0.3942462954534997,-0.44151358603941787
Glaive                     ,-0.1067499450349359,-0.20167765251812314,-0.33455167457913093,Esperia                                   ,combat      ,flight-ready ,{'0': 'Medium Fighter'}                        ,0.33623924899304947,2014         ,,0.17181688608712564,0.4550082904393829,-0.2193865546767085,-0.16595880359296886,-0.22496917436130792
